n_train,model_left,model_right,task_id,metric,mean_difference,standard_error,lower_95,upper_95,baseline_confidence,critical_95,bootstrap_draws,bootstrap_unit,bootstrap_index_sha256,family_contrasts,lower_90,upper_90,critical_90,sensitivity_confidence,year,problem,significant_95,significant_90
10,boosted_structure,set_transformer,bdb2021_completion,primary_loss,0.009750473447458554,0.0008911629815745156,0.005069796623329438,0.01443115027158767,0.95,5.25232412129513,10000,complete_repeat_5x6_vector,93e68f5ec81e1b3dff9621a6251b6fc02ec6ae5b4645f15a0d8a3a7574dd70fd,60,0.00601936322626682,0.013481583668650286,4.186787712612984,0.9,2021,Pass completion,True,True
10,relnet,attn_relnet,bdb2021_completion,primary_loss,-8.607519248029106e-05,0.00011339344259488859,-0.0006816543062181191,0.000509503921257537,0.95,5.25232412129513,10000,complete_repeat_5x6_vector,93e68f5ec81e1b3dff9621a6251b6fc02ec6ae5b4645f15a0d8a3a7574dd70fd,60,-0.0005608294646274564,0.0003886790796668743,4.186787712612984,0.9,2021,Pass completion,False,False
10,relnet,set_transformer,bdb2021_completion,primary_loss,-0.003114354092648192,0.0006777596981909745,-0.0066741677038983545,0.0004454595186019713,0.95,5.25232412129513,10000,complete_repeat_5x6_vector,93e68f5ec81e1b3dff9621a6251b6fc02ec6ae5b4645f15a0d8a3a7574dd70fd,60,-0.005951990069138449,-0.00027671811615793485,4.186787712612984,0.9,2021,Pass completion,False,True
10,attn_relnet,set_transformer,bdb2021_completion,primary_loss,-0.0030282789001679004,0.0006781107818522058,-0.006589936516600541,0.0005333787162647399,0.95,5.25232412129513,10000,complete_repeat_5x6_vector,93e68f5ec81e1b3dff9621a6251b6fc02ec6ae5b4645f15a0d8a3a7574dd70fd,60,-0.005867384789417099,-0.00018917301091870122,4.186787712612984,0.9,2021,Pass completion,False,True
20,linear_structure,boosted_structure,bdb2021_completion,primary_loss,-0.010384076572435834,0.0003032600828749128,-0.011976896820745698,-0.00879125632412597,0.95,5.25232412129513,10000,complete_repeat_5x6_vector,93e68f5ec81e1b3dff9621a6251b6fc02ec6ae5b4645f15a0d8a3a7574dd70fd,60,-0.011653762161142514,-0.009114390983729154,4.186787712612984,0.9,2021,Pass completion,True,True
20,linear_structure,relnet,bdb2021_completion,primary_loss,-0.007949659567695173,0.00039854411698188763,-0.01004294244671941,-0.005856376688670937,0.95,5.25232412129513,10000,complete_repeat_5x6_vector,93e68f5ec81e1b3dff9621a6251b6fc02ec6ae5b4645f15a0d8a3a7574dd70fd,60,-0.009618279179609132,-0.006281039955781214,4.186787712612984,0.9,2021,Pass completion,True,True
20,linear_structure,attn_relnet,bdb2021_completion,primary_loss,-0.007977325326741821,0.0003966256730368427,-0.010060531916358147,-0.005894118737125497,0.95,5.25232412129513,10000,complete_repeat_5x6_vector,93e68f5ec81e1b3dff9621a6251b6fc02ec6ae5b4645f15a0d8a3a7574dd70fd,60,-0.009637912821119329,-0.006316737832364314,4.186787712612984,0.9,2021,Pass completion,True,True
20,linear_structure,set_transformer,bdb2021_completion,primary_loss,-0.011058236597611171,0.0005934221312962702,-0.014175081971928937,-0.007941391223293405,0.95,5.25232412129513,10000,complete_repeat_5x6_vector,93e68f5ec81e1b3dff9621a6251b6fc02ec6ae5b4645f15a0d8a3a7574dd70fd,60,-0.013542769085315005,-0.008573704109907338,4.186787712612984,0.9,2021,Pass completion,True,True
20,boosted_structure,relnet,bdb2021_completion,primary_loss,0.0024344170047406613,0.0004924741200596577,-0.00015221669516227252,0.005021050704643595,0.95,5.25232412129513,10000,complete_repeat_5x6_vector,93e68f5ec81e1b3dff9621a6251b6fc02ec6ae5b4645f15a0d8a3a7574dd70fd,60,0.0003725324100949949,0.004496301599386328,4.186787712612984,0.9,2021,Pass completion,False,True
20,boosted_structure,attn_relnet,bdb2021_completion,primary_loss,0.002406751245694012,0.0004912906971494224,-0.00017366673351180018,0.004987169224899824,0.95,5.25232412129513,10000,complete_repeat_5x6_vector,93e68f5ec81e1b3dff9621a6251b6fc02ec6ae5b4645f15a0d8a3a7574dd70fd,60,0.00034982139154774317,0.004463681099840281,4.186787712612984,0.9,2021,Pass completion,False,True
20,boosted_structure,set_transformer,bdb2021_completion,primary_loss,-0.0006741600251753344,0.0006143623180582904,-0.003900990047527684,0.002552669997177015,0.95,5.25232412129513,10000,complete_repeat_5x6_vector,93e68f5ec81e1b3dff9621a6251b6fc02ec6ae5b4645f15a0d8a3a7574dd70fd,60,-0.0032463646295142153,0.0018980445791635463,4.186787712612984,0.9,2021,Pass completion,False,False
20,relnet,attn_relnet,bdb2021_completion,primary_loss,-2.7665759046649198e-05,1.3659891560488735e-05,-9.941193698407995e-05,4.408041889078156e-05,0.95,5.25232412129513,10000,complete_repeat_5x6_vector,93e68f5ec81e1b3dff9621a6251b6fc02ec6ae5b4645f15a0d8a3a7574dd70fd,60,-8.485682518772924e-05,2.9525307094430844e-05,4.186787712612984,0.9,2021,Pass completion,False,False
20,relnet,set_transformer,bdb2021_completion,primary_loss,-0.0031085770299159954,0.000651287579179827,-0.006529350491942113,0.0003121964321101218,0.95,5.25232412129513,10000,complete_repeat_5x6_vector,93e68f5ec81e1b3dff9621a6251b6fc02ec6ae5b4645f15a0d8a3a7574dd70fd,60,-0.005835379863803551,-0.00038177419602843966,4.186787712612984,0.9,2021,Pass completion,False,True
20,attn_relnet,set_transformer,bdb2021_completion,primary_loss,-0.003080911270869347,0.0006505312733781885,-0.006497712369690442,0.00033588982795174907,0.95,5.25232412129513,10000,complete_repeat_5x6_vector,93e68f5ec81e1b3dff9621a6251b6fc02ec6ae5b4645f15a0d8a3a7574dd70fd,60,-0.005804547612919625,-0.00035727492881906927,4.186787712612984,0.9,2021,Pass completion,False,True
40,linear_structure,boosted_structure,bdb2021_completion,primary_loss,-0.0034882143219077677,0.00021497536435476772,-0.004617334613592523,-0.002359094030223012,0.95,5.25232412129513,10000,complete_repeat_5x6_vector,93e68f5ec81e1b3dff9621a6251b6fc02ec6ae5b4645f15a0d8a3a7574dd70fd,60,-0.004388270535902809,-0.0025881581079127266,4.186787712612984,0.9,2021,Pass completion,True,True
40,linear_structure,relnet,bdb2021_completion,primary_loss,-0.00681062062807168,0.0002926501394831102,-0.008347714014779203,-0.005273527241364155,0.95,5.25232412129513,10000,complete_repeat_5x6_vector,93e68f5ec81e1b3dff9621a6251b6fc02ec6ae5b4645f15a0d8a3a7574dd70fd,60,-0.008035884636154041,-0.005585356619989318,4.186787712612984,0.9,2021,Pass completion,True,True
40,linear_structure,attn_relnet,bdb2021_completion,primary_loss,-0.006718531226800789,0.0002959433958547182,-0.00827292186338652,-0.005164140590215059,0.95,5.25232412129513,10000,complete_repeat_5x6_vector,93e68f5ec81e1b3dff9621a6251b6fc02ec6ae5b4645f15a0d8a3a7574dd70fd,60,-0.007957583400194283,-0.005479479053407294,4.186787712612984,0.9,2021,Pass completion,True,True
40,linear_structure,set_transformer,bdb2021_completion,primary_loss,-0.009216667261881736,0.0005043177640327541,-0.011865507618708596,-0.006567826905054877,0.95,5.25232412129513,10000,complete_repeat_5x6_vector,93e68f5ec81e1b3dff9621a6251b6fc02ec6ae5b4645f15a0d8a3a7574dd70fd,60,-0.011328138679586526,-0.007105195844176947,4.186787712612984,0.9,2021,Pass completion,True,True
40,boosted_structure,relnet,bdb2021_completion,primary_loss,-0.003322406306163913,0.0003306454305279403,-0.005059063276521827,-0.0015857493358059991,0.95,5.25232412129513,10000,complete_repeat_5x6_vector,93e68f5ec81e1b3dff9621a6251b6fc02ec6ae5b4645f15a0d8a3a7574dd70fd,60,-0.004706748531929924,-0.0019380640803979025,4.186787712612984,0.9,2021,Pass completion,True,True
40,boosted_structure,attn_relnet,bdb2021_completion,primary_loss,-0.003230316904893019,0.00033414797750490463,-0.004985370387224013,-0.0014752634225620258,0.95,5.25232412129513,10000,complete_repeat_5x6_vector,93e68f5ec81e1b3dff9621a6251b6fc02ec6ae5b4645f15a0d8a3a7574dd70fd,60,-0.004629323551305034,-0.0018313102584810045,4.186787712612984,0.9,2021,Pass completion,True,True
40,boosted_structure,set_transformer,bdb2021_completion,primary_loss,-0.005728452939973975,0.0005584170463850155,-0.008661440262444373,-0.0027954656175035765,0.95,5.25232412129513,10000,complete_repeat_5x6_vector,93e68f5ec81e1b3dff9621a6251b6fc02ec6ae5b4645f15a0d8a3a7574dd70fd,60,-0.008066426568292392,-0.003390479311655557,4.186787712612984,0.9,2021,Pass completion,True,True
40,relnet,attn_relnet,bdb2021_completion,primary_loss,9.20894012708931e-05,9.257295556452747e-05,-0.0003941337662202568,0.000578312568762043,0.95,5.25232412129513,10000,complete_repeat_5x6_vector,93e68f5ec81e1b3dff9621a6251b6fc02ec6ae5b4645f15a0d8a3a7574dd70fd,60,-0.00029549391160693834,0.00047967271414872453,4.186787712612984,0.9,2021,Pass completion,False,False
40,relnet,set_transformer,bdb2021_completion,primary_loss,-0.002406046633810058,0.00047825771563710497,-0.004918011169846331,0.00010591790222621569,0.95,5.25232412129513,10000,complete_repeat_5x6_vector,93e68f5ec81e1b3dff9621a6251b6fc02ec6ae5b4645f15a0d8a3a7574dd70fd,60,-0.004408410161101843,-0.00040368310651827223,4.186787712612984,0.9,2021,Pass completion,False,True
40,attn_relnet,set_transformer,bdb2021_completion,primary_loss,-0.0024981360350809514,0.0004854469221462661,-0.005047860613878264,5.158854371636098e-05,0.95,5.25232412129513,10000,complete_repeat_5x6_vector,93e68f5ec81e1b3dff9621a6251b6fc02ec6ae5b4645f15a0d8a3a7574dd70fd,60,-0.004530599243848731,-0.0004656728263131723,4.186787712612984,0.9,2021,Pass completion,False,True
60,linear_structure,boosted_structure,bdb2021_completion,primary_loss,-8.932482265643749e-05,0.00018644400518179875,-0.0010685891683436734,0.0008899395230307983,0.95,5.25232412129513,10000,complete_repeat_5x6_vector,93e68f5ec81e1b3dff9621a6251b6fc02ec6ae5b4645f15a0d8a3a7574dd70fd,60,-0.0008699262926419441,0.000691276647329069,4.186787712612984,0.9,2021,Pass completion,False,False
60,linear_structure,relnet,bdb2021_completion,primary_loss,-0.006162513448302353,0.0002816714172709455,-0.007641943027513926,-0.0046830838690907805,0.95,5.25232412129513,10000,complete_repeat_5x6_vector,93e68f5ec81e1b3dff9621a6251b6fc02ec6ae5b4645f15a0d8a3a7574dd70fd,60,-0.007341811877126633,-0.004983215019478074,4.186787712612984,0.9,2021,Pass completion,True,True
60,linear_structure,attn_relnet,bdb2021_completion,primary_loss,-0.006160617329639923,0.0002757250139967573,-0.007608814471499529,-0.0047124201877803175,0.95,5.25232412129513,10000,complete_repeat_5x6_vector,93e68f5ec81e1b3dff9621a6251b6fc02ec6ae5b4645f15a0d8a3a7574dd70fd,60,-0.00731501943030159,-0.005006215228978256,4.186787712612984,0.9,2021,Pass completion,True,True
60,linear_structure,set_transformer,bdb2021_completion,primary_loss,-0.007223832384271934,0.00032849034940204914,-0.008949170170048981,-0.005498494598494886,0.95,5.25232412129513,10000,complete_repeat_5x6_vector,93e68f5ec81e1b3dff9621a6251b6fc02ec6ae5b4645f15a0d8a3a7574dd70fd,60,-0.00859915174286038,-0.005848513025683489,4.186787712612984,0.9,2021,Pass completion,True,True
60,boosted_structure,relnet,bdb2021_completion,primary_loss,-0.0060731886256459155,0.0003243825649980647,-0.0077769509963128355,-0.004369426254978995,0.95,5.25232412129513,10000,complete_repeat_5x6_vector,93e68f5ec81e1b3dff9621a6251b6fc02ec6ae5b4645f15a0d8a3a7574dd70fd,60,-0.007431309562965695,-0.0047150676883261355,4.186787712612984,0.9,2021,Pass completion,True,True
60,boosted_structure,attn_relnet,bdb2021_completion,primary_loss,-0.006071292506983485,0.00031162281986584384,-0.007708036560510864,-0.004434548453456107,0.95,5.25232412129513,10000,complete_repeat_5x6_vector,93e68f5ec81e1b3dff9621a6251b6fc02ec6ae5b4645f15a0d8a3a7574dd70fd,60,-0.00737599110016761,-0.004766593913799361,4.186787712612984,0.9,2021,Pass completion,True,True
60,boosted_structure,set_transformer,bdb2021_completion,primary_loss,-0.007134507561615501,0.0003794947990666114,-0.009127737248659113,-0.0051412778745718885,0.95,5.25232412129513,10000,complete_repeat_5x6_vector,93e68f5ec81e1b3dff9621a6251b6fc02ec6ae5b4645f15a0d8a3a7574dd70fd,60,-0.008723371723348123,-0.005545643399882879,4.186787712612984,0.9,2021,Pass completion,True,True
60,relnet,attn_relnet,bdb2021_completion,primary_loss,1.8961186624311121e-06,5.418248213711324e-05,-0.00028268783921797126,0.00028648007654283347,0.95,5.25232412129513,10000,complete_repeat_5x6_vector,93e68f5ec81e1b3dff9621a6251b6fc02ec6ae5b4645f15a0d8a3a7574dd70fd,60,-0.00022495443178810712,0.00022874666911296932,4.186787712612984,0.9,2021,Pass completion,False,False
60,relnet,set_transformer,bdb2021_completion,primary_loss,-0.001061318935969584,0.0003932753545282889,-0.00312692856686941,0.0010042906949302417,0.95,5.25232412129513,10000,complete_repeat_5x6_vector,93e68f5ec81e1b3dff9621a6251b6fc02ec6ae5b4645f15a0d8a3a7574dd70fd,60,-0.0027078793579821394,0.0005852414860429711,4.186787712612984,0.9,2021,Pass completion,False,False
60,attn_relnet,set_transformer,bdb2021_completion,primary_loss,-0.0010632150546320152,0.00039222692005342507,-0.003123317967849916,0.0009968878585858857,0.95,5.25232412129513,10000,complete_repeat_5x6_vector,93e68f5ec81e1b3dff9621a6251b6fc02ec6ae5b4645f15a0d8a3a7574dd70fd,60,-0.0027053859040677307,0.0005789557948037002,4.186787712612984,0.9,2021,Pass completion,False,False
100,linear_structure,boosted_structure,bdb2021_completion,primary_loss,0.0033608367203880407,0.0001607253600305149,0.0025166550349959233,0.004205018405780158,0.95,5.25232412129513,10000,complete_repeat_5x6_vector,93e68f5ec81e1b3dff9621a6251b6fc02ec6ae5b4645f15a0d8a3a7574dd70fd,60,0.002687913757906983,0.0040337596828690985,4.186787712612984,0.9,2021,Pass completion,True,True
100,linear_structure,relnet,bdb2021_completion,primary_loss,-0.004422958856847139,0.0002680805540604537,-0.005831004817389023,-0.0030149128963052546,0.95,5.25232412129513,10000,complete_repeat_5x6_vector,93e68f5ec81e1b3dff9621a6251b6fc02ec6ae5b4645f15a0d8a3a7574dd70fd,60,-0.005545355226577927,-0.0033005624871163502,4.186787712612984,0.9,2021,Pass completion,True,True
100,linear_structure,attn_relnet,bdb2021_completion,primary_loss,-0.004612077530308489,0.0002894601739659513,-0.00613241618418414,-0.0030917388764328383,0.95,5.25232412129513,10000,complete_repeat_5x6_vector,93e68f5ec81e1b3dff9621a6251b6fc02ec6ae5b4645f15a0d8a3a7574dd70fd,60,-0.005823985829959951,-0.003400169230657027,4.186787712612984,0.9,2021,Pass completion,True,True
100,linear_structure,set_transformer,bdb2021_completion,primary_loss,-0.005408526062123367,0.0003393540957823462,-0.007190923765061282,-0.0036261283591854515,0.95,5.25232412129513,10000,complete_repeat_5x6_vector,93e68f5ec81e1b3dff9621a6251b6fc02ec6ae5b4645f15a0d8a3a7574dd70fd,60,-0.006829329620569783,-0.00398772250367695,4.186787712612984,0.9,2021,Pass completion,True,True
100,boosted_structure,relnet,bdb2021_completion,primary_loss,-0.007783795577235179,0.0002911413513443435,-0.009312964319607535,-0.006254626834862824,0.95,5.25232412129513,10000,complete_repeat_5x6_vector,93e68f5ec81e1b3dff9621a6251b6fc02ec6ae5b4645f15a0d8a3a7574dd70fd,60,-0.009002742609677216,-0.006564848544793142,4.186787712612984,0.9,2021,Pass completion,True,True
100,boosted_structure,attn_relnet,bdb2021_completion,primary_loss,-0.00797291425069653,0.0003087315988634648,-0.009594472674413119,-0.006351355826979942,0.95,5.25232412129513,10000,complete_repeat_5x6_vector,93e68f5ec81e1b3dff9621a6251b6fc02ec6ae5b4645f15a0d8a3a7574dd70fd,60,-0.009265507915313446,-0.006680320586079615,4.186787712612984,0.9,2021,Pass completion,True,True
100,boosted_structure,set_transformer,bdb2021_completion,primary_loss,-0.008769362782511407,0.00038167147719690096,-0.010774025088603034,-0.006764700476419781,0.95,5.25232412129513,10000,complete_repeat_5x6_vector,93e68f5ec81e1b3dff9621a6251b6fc02ec6ae5b4645f15a0d8a3a7574dd70fd,60,-0.010367340233494239,-0.007171385331528576,4.186787712612984,0.9,2021,Pass completion,True,True
100,relnet,attn_relnet,bdb2021_completion,primary_loss,-0.00018911867346135147,0.00011030619072231823,-0.0007684825397203646,0.0003902451927976617,0.95,5.25232412129513,10000,complete_repeat_5x6_vector,93e68f5ec81e1b3dff9621a6251b6fc02ec6ae5b4645f15a0d8a3a7574dd70fd,60,-0.0006509472774026978,0.00027270993047999486,4.186787712612984,0.9,2021,Pass completion,False,False
100,relnet,set_transformer,bdb2021_completion,primary_loss,-0.000985567205276228,0.0003898870871300759,-0.0030333805575910215,0.0010622461470385655,0.95,5.25232412129513,10000,complete_repeat_5x6_vector,93e68f5ec81e1b3dff9621a6251b6fc02ec6ae5b4645f15a0d8a3a7574dd70fd,60,-0.002617941670978898,0.0006468072604264418,4.186787712612984,0.9,2021,Pass completion,False,False
100,attn_relnet,set_transformer,bdb2021_completion,primary_loss,-0.0007964485318148765,0.00040580783920798327,-0.0029278828342976224,0.0013349857706678697,0.95,5.25232412129513,10000,complete_repeat_5x6_vector,93e68f5ec81e1b3dff9621a6251b6fc02ec6ae5b4645f15a0d8a3a7574dd70fd,60,-0.0024954798066928866,0.0009025827430631336,4.186787712612984,0.9,2021,Pass completion,False,False
130,linear_structure,boosted_structure,bdb2021_completion,primary_loss,0.00452762344035863,0.00016611901359953285,0.0036551125382240503,0.00540013434249321,0.95,5.25232412129513,10000,complete_repeat_5x6_vector,93e68f5ec81e1b3dff9621a6251b6fc02ec6ae5b4645f15a0d8a3a7574dd70fd,60,0.003832118395388717,0.0052231284853285435,4.186787712612984,0.9,2021,Pass completion,True,True
130,linear_structure,relnet,bdb2021_completion,primary_loss,-0.0035953037079274096,0.0002417160108742084,-0.00486487454234525,-0.002325732873509569,0.95,5.25232412129513,10000,complete_repeat_5x6_vector,93e68f5ec81e1b3dff9621a6251b6fc02ec6ae5b4645f15a0d8a3a7574dd70fd,60,-0.004607317332197372,-0.0025832900836574475,4.186787712612984,0.9,2021,Pass completion,True,True
130,linear_structure,attn_relnet,bdb2021_completion,primary_loss,-0.003652932656918705,0.0002390704082694623,-0.0049086079289602765,-0.0023972573848771335,0.95,5.25232412129513,10000,complete_repeat_5x6_vector,93e68f5ec81e1b3dff9621a6251b6fc02ec6ae5b4645f15a0d8a3a7574dd70fd,60,-0.004653869704710659,-0.0026519956091267506,4.186787712612984,0.9,2021,Pass completion,True,True
130,linear_structure,set_transformer,bdb2021_completion,primary_loss,-0.00413860032931049,0.00028859936168301997,-0.005654417718068593,-0.0026227829405523874,0.95,5.25232412129513,10000,complete_repeat_5x6_vector,93e68f5ec81e1b3dff9621a6251b6fc02ec6ae5b4645f15a0d8a3a7574dd70fd,60,-0.0053469045906729094,-0.002930296067948072,4.186787712612984,0.9,2021,Pass completion,True,True
130,boosted_structure,relnet,bdb2021_completion,primary_loss,-0.008122927148286043,0.00029049818303676303,-0.009648717762242442,-0.006597136534329645,0.95,5.25232412129513,10000,complete_repeat_5x6_vector,93e68f5ec81e1b3dff9621a6251b6fc02ec6ae5b4645f15a0d8a3a7574dd70fd,60,-0.00933918137156076,-0.006906672925011326,4.186787712612984,0.9,2021,Pass completion,True,True
130,boosted_structure,attn_relnet,bdb2021_completion,primary_loss,-0.008180556097277336,0.00029435624902483874,-0.009726610524284453,-0.006634501670270219,0.95,5.25232412129513,10000,complete_repeat_5x6_vector,93e68f5ec81e1b3dff9621a6251b6fc02ec6ae5b4645f15a0d8a3a7574dd70fd,60,-0.009412963223825378,-0.006948148970729293,4.186787712612984,0.9,2021,Pass completion,True,True
130,boosted_structure,set_transformer,bdb2021_completion,primary_loss,-0.008666223769669117,0.0003108181814737953,-0.01029874160156102,-0.007033705937777215,0.95,5.25232412129513,10000,complete_repeat_5x6_vector,93e68f5ec81e1b3dff9621a6251b6fc02ec6ae5b4645f15a0d8a3a7574dd70fd,60,-0.009967553512720316,-0.007364894026617918,4.186787712612984,0.9,2021,Pass completion,True,True
130,relnet,attn_relnet,bdb2021_completion,primary_loss,-5.762894899129345e-05,0.00011459872611233075,-0.0006595386024207823,0.0005442807044381955,0.95,5.25232412129513,10000,complete_repeat_5x6_vector,93e68f5ec81e1b3dff9621a6251b6fc02ec6ae5b4645f15a0d8a3a7574dd70fd,60,-0.0005374294873595006,0.00042217158937691364,4.186787712612984,0.9,2021,Pass completion,False,False
130,relnet,set_transformer,bdb2021_completion,primary_loss,-0.0005432966213830759,0.0003228535402977924,-0.0022390280587347004,0.0011524348159685483,0.95,5.25232412129513,10000,complete_repeat_5x6_vector,93e68f5ec81e1b3dff9621a6251b6fc02ec6ae5b4645f15a0d8a3a7574dd70fd,60,-0.0018950158568754741,0.0008084226141093224,4.186787712612984,0.9,2021,Pass completion,False,False
130,attn_relnet,set_transformer,bdb2021_completion,primary_loss,-0.00048566767239178245,0.00031508287216516605,-0.0021405850420718343,0.0011692496972882693,0.95,5.25232412129513,10000,complete_repeat_5x6_vector,93e68f5ec81e1b3dff9621a6251b6fc02ec6ae5b4645f15a0d8a3a7574dd70fd,60,-0.0018048527700277074,0.0008335174252441426,4.186787712612984,0.9,2021,Pass completion,False,False
10,linear_structure,boosted_structure,bdb2022_punt_returns,primary_loss,0.006097038166464589,0.00039748971547016673,0.0032428557782567397,0.008951220554672438,0.95,7.180518833881797,10000,complete_repeat_5x6_vector,663668e53153c4dda1d4c7f60117df3a4e2c95f32c6f8ea784f0b2dd97bf4b4f,60,0.003721402148949617,0.00847267418397956,5.976597444049526,0.9,2022,Punt returns,True,True
10,linear_structure,relnet,bdb2022_punt_returns,primary_loss,0.008354657116011825,0.00047747715455500944,0.00492612341498129,0.01178319081704236,0.95,7.180518833881797,10000,complete_repeat_5x6_vector,663668e53153c4dda1d4c7f60117df3a4e2c95f32c6f8ea784f0b2dd97bf4b4f,60,0.005500968374506315,0.011208345857517335,5.976597444049526,0.9,2022,Punt returns,True,True
10,linear_structure,attn_relnet,bdb2022_punt_returns,primary_loss,0.008345796093112924,0.00047752338763515785,0.004916930414579636,0.011774661771646213,0.95,7.180518833881797,10000,complete_repeat_5x6_vector,663668e53153c4dda1d4c7f60117df3a4e2c95f32c6f8ea784f0b2dd97bf4b4f,60,0.0054918310350987685,0.01119976115112708,5.976597444049526,0.9,2022,Punt returns,True,True
10,linear_structure,set_transformer,bdb2022_punt_returns,primary_loss,0.007594574976479088,0.0005222677902317847,0.0038444212723899307,0.011344728680568246,0.95,7.180518833881797,10000,complete_repeat_5x6_vector,663668e53153c4dda1d4c7f60117df3a4e2c95f32c6f8ea784f0b2dd97bf4b4f,60,0.00447319063627041,0.010715959316687767,5.976597444049526,0.9,2022,Punt returns,True,True
10,boosted_structure,relnet,bdb2022_punt_returns,primary_loss,0.002257618949547234,0.0005200200196999597,-0.0014763945959039093,0.0059916324949983776,0.95,7.180518833881797,10000,complete_repeat_5x6_vector,663668e53153c4dda1d4c7f60117df3a4e2c95f32c6f8ea784f0b2dd97bf4b4f,60,-0.0008503313710461293,0.005365569270140598,5.976597444049526,0.9,2022,Punt returns,False,False
10,boosted_structure,attn_relnet,bdb2022_punt_returns,primary_loss,0.002248757926648334,0.000519975795849314,-0.0014849380686103408,0.0059824539219070095,0.95,7.180518833881797,10000,complete_repeat_5x6_vector,663668e53153c4dda1d4c7f60117df3a4e2c95f32c6f8ea784f0b2dd97bf4b4f,60,-0.000858928085792294,0.005356443939088962,5.976597444049526,0.9,2022,Punt returns,False,False
10,boosted_structure,set_transformer,bdb2022_punt_returns,primary_loss,0.0014975368100144965,0.0005628061802928949,-0.0025437035674037095,0.005538777187432702,0.95,7.180518833881797,10000,complete_repeat_5x6_vector,663668e53153c4dda1d4c7f60117df3a4e2c95f32c6f8ea784f0b2dd97bf4b4f,60,-0.0018661291686192956,0.004861202788648288,5.976597444049526,0.9,2022,Punt returns,False,False
10,relnet,attn_relnet,bdb2022_punt_returns,primary_loss,-8.861022898899658e-06,3.115781855857525e-06,-3.1233953197151795e-05,1.3511907399352476e-05,0.95,7.180518833881797,10000,complete_repeat_5x6_vector,663668e53153c4dda1d4c7f60117df3a4e2c95f32c6f8ea784f0b2dd97bf4b4f,60,-2.748279677483363e-05,9.760750977034315e-06,5.976597444049526,0.9,2022,Punt returns,False,False
10,relnet,set_transformer,bdb2022_punt_returns,primary_loss,-0.000760082139532737,0.00013433200925797354,-0.0017246556620027999,0.00020449138293732595,0.95,7.180518833881797,10000,complete_repeat_5x6_vector,663668e53153c4dda1d4c7f60117df3a4e2c95f32c6f8ea784f0b2dd97bf4b4f,60,-0.001562930482717979,4.276620365250498e-05,5.976597444049526,0.9,2022,Punt returns,False,False
10,attn_relnet,set_transformer,bdb2022_punt_returns,primary_loss,-0.0007512211166338372,0.000135548161443643,-0.0017245272427779661,0.00022208500951029176,0.95,7.180518833881797,10000,complete_repeat_5x6_vector,663668e53153c4dda1d4c7f60117df3a4e2c95f32c6f8ea784f0b2dd97bf4b4f,60,-0.0015613379118635264,5.8895678595852034e-05,5.976597444049526,0.9,2022,Punt returns,False,False
20,linear_structure,boosted_structure,bdb2022_punt_returns,primary_loss,0.006843659806043817,0.0003311144903058666,0.00446608597223137,0.009221233639856264,0.95,7.180518833881797,10000,complete_repeat_5x6_vector,663668e53153c4dda1d4c7f60117df3a4e2c95f32c6f8ea784f0b2dd97bf4b4f,60,0.004864721789594013,0.00882259782249362,5.976597444049526,0.9,2022,Punt returns,True,True
20,linear_structure,relnet,bdb2022_punt_returns,primary_loss,0.009321450206852364,0.0003811477303299981,0.006584611750726512,0.012058288662978214,0.95,7.180518833881797,10000,complete_repeat_5x6_vector,663668e53153c4dda1d4c7f60117df3a4e2c95f32c6f8ea784f0b2dd97bf4b4f,60,0.007043483655956819,0.011599416757747907,5.976597444049526,0.9,2022,Punt returns,True,True
20,linear_structure,attn_relnet,bdb2022_punt_returns,primary_loss,0.009320713823294057,0.0003810530997768644,0.006584554863637243,0.012056872782950872,0.95,7.180518833881797,10000,complete_repeat_5x6_vector,663668e53153c4dda1d4c7f60117df3a4e2c95f32c6f8ea784f0b2dd97bf4b4f,60,0.007043312841120501,0.011598114805467614,5.976597444049526,0.9,2022,Punt returns,True,True
20,linear_structure,set_transformer,bdb2022_punt_returns,primary_loss,0.008289136493784342,0.000418009342406123,0.005287612537898632,0.011290660449670052,0.95,7.180518833881797,10000,complete_repeat_5x6_vector,663668e53153c4dda1d4c7f60117df3a4e2c95f32c6f8ea784f0b2dd97bf4b4f,60,0.005790862926371085,0.0107874100611976,5.976597444049526,0.9,2022,Punt returns,True,True
20,boosted_structure,relnet,bdb2022_punt_returns,primary_loss,0.002477790400808547,0.00035242545092871203,-5.280718712435441e-05,0.0050083879887414485,0.95,7.180518833881797,10000,complete_repeat_5x6_vector,663668e53153c4dda1d4c7f60117df3a4e2c95f32c6f8ea784f0b2dd97bf4b4f,60,0.00037148535157000527,0.004584095450047089,5.976597444049526,0.9,2022,Punt returns,False,True
20,boosted_structure,attn_relnet,bdb2022_punt_returns,primary_loss,0.002477054017250241,0.00035234437031989496,-5.2961369843987274e-05,0.005007069404344469,0.95,7.180518833881797,10000,complete_repeat_5x6_vector,663668e53153c4dda1d4c7f60117df3a4e2c95f32c6f8ea784f0b2dd97bf4b4f,60,0.0003712335541711169,0.0045828744803293655,5.976597444049526,0.9,2022,Punt returns,False,True
