gameId,playId,nflId,displayName,frameId,frameType,time,jerseyNumber,club,playDirection,x,y,s,a,dis,o,dir,event
2022090800,1563,35472,Rodger Saffold,87,SNAP,2022-09-09 01:25:51.9,76,BUF,right,36.68,27.65,0.07,0.56,0.01,86.06,275.04,ball_snap
2022090800,1563,38577,Bobby Wagner,87,SNAP,2022-09-09 01:25:51.9,45,LA,right,38.86,23.67,0.14,1.32,0.02,267.72,309.96,ball_snap
2022090800,1563,41239,Aaron Donald,87,SNAP,2022-09-09 01:25:51.9,99,LA,right,38.99,30.53,0.03,0.51,0.01,226.73,258.42,ball_snap
2022090800,1563,42392,Mitch Morse,87,SNAP,2022-09-09 01:25:51.9,60,BUF,right,37.25,26.36,0.25,1.17,0.03,77.71,314.65,ball_snap
2022090800,1563,42489,Stefon Diggs,87,SNAP,2022-09-09 01:25:51.9,14,BUF,right,36.86,44.26,0,0,0,59.99,60.41,ball_snap
2022090800,1563,42816,Troy Hill,87,SNAP,2022-09-09 01:25:51.9,2,LA,right,43.37,14.02,0,0,0,276.87,180.42,ball_snap
2022090800,1563,43294,Jalen Ramsey,87,SNAP,2022-09-09 01:25:51.9,5,LA,right,38.49,44.06,0,0,0.01,272.1,285.54,ball_snap
2022090800,1563,43298,Leonard Floyd,87,SNAP,2022-09-09 01:25:51.9,54,LA,right,38.68,19.78,0.02,0.38,0.01,40.41,286.69,ball_snap
2022090800,1563,44875,Dion Dawkins,87,SNAP,2022-09-09 01:25:51.9,73,BUF,right,36.96,29.75,0.07,0.85,0.01,84.35,288.01,ball_snap
2022090800,1563,44985,Isaiah McKenzie,87,SNAP,2022-09-09 01:25:51.9,6,BUF,right,36.2,15.42,0.05,0.47,0,76.47,89.19,ball_snap
2022090800,1563,46076,Josh Allen,87,SNAP,2022-09-09 01:25:51.9,17,BUF,right,32.91,26.17,0.02,0.02,0.01,85.08,130.4,ball_snap
2022090800,1563,47844,Taylor Rapp,87,SNAP,2022-09-09 01:25:51.9,24,LA,right,42.68,24.72,0.73,0.72,0.07,272.03,242.58,ball_snap
2022090800,1563,47857,Devin Singletary,87,SNAP,2022-09-09 01:25:51.9,26,BUF,right,33.01,23.59,0,0,0,86.44,304.84,ball_snap
2022090800,1563,47862,David Long,87,SNAP,2022-09-09 01:25:51.9,22,LA,right,38.79,10.74,0.02,0.02,0.02,280.55,256.22,ball_snap
2022090800,1563,47879,Dawson Knox,87,SNAP,2022-09-09 01:25:51.9,88,BUF,right,34.59,28.71,0,0,0.01,131.22,256.68,ball_snap
2022090800,1563,47917,Greg Gaines,87,SNAP,2022-09-09 01:25:51.9,91,LA,right,38.38,27.11,0.14,1.5,0.01,282.27,293,ball_snap
2022090800,1563,47939,Justin Hollins,87,SNAP,2022-09-09 01:25:51.9,58,LA,right,38.41,32.44,0.01,0.42,0.02,239.37,263.93,ball_snap
2022090800,1563,48026,Nick Scott,87,SNAP,2022-09-09 01:25:51.9,33,LA,right,52.18,34.33,2.8,1.78,0.28,297.92,47.34,ball_snap
2022090800,1563,48512,Ryan Bates,87,SNAP,2022-09-09 01:25:51.9,71,BUF,right,36.73,24.68,0,0,0,56.5,15.33,ball_snap
2022090800,1563,52536,Gabe Davis,87,SNAP,2022-09-09 01:25:51.9,13,BUF,right,36.9,11.07,0,0,0,90.27,123.99,ball_snap
2022090800,1563,52607,Jordan Fuller,87,SNAP,2022-09-09 01:25:51.9,4,LA,right,49.24,16.67,0.57,1.08,0.05,275.84,310.85,ball_snap
2022090800,1563,53522,Spencer Brown,87,SNAP,2022-09-09 01:25:51.9,79,BUF,right,36.65,23.01,0.12,1.41,0.01,68.38,245.7,ball_snap
2022090800,1563,NA,football,87,SNAP,2022-09-09 01:25:51.9,NA,football,right,37.2400016784668,26.2600002288818,0,0,0.0299999993294477,NA,NA,ball_snap
